GAME_ID,TEAM0_TEAM_ABBREVIATION,TEAM0_PTS,TEAM0_REB,TEAM0_AST,TEAM0_FG_PCT,TEAM0_TO,TEAM0_PLUS_MINUS,TEAM0_TEAM_ORDER,TEAM1_TEAM_ABBREVIATION,TEAM1_PTS,TEAM1_REB,TEAM1_AST,TEAM1_FG_PCT,TEAM1_TO,TEAM1_PLUS_MINUS,TEAM1_TEAM_ORDER,TEAM0_WIN,TEAM0_GAME_DATE,TEAM1_GAME_DATE,TEAM0_ELO,TEAM1_ELO,TEAM0_ELO,TEAM1_ELO,TEAM0_ELO,TEAM1_ELO,TEAM0_ELO,TEAM1_ELO,TEAM0_ELO,TEAM1_ELO
22300573,NYK,109.0,51.0,24.0,0.448,,,0,HOU,94.0,38.0,23.0,0.417,,,1,1,2024-01-17,2024-01-17,1621.281827,1457.284314,1621.281827,1457.284314,1621.281827,1457.284314,1621.281827,1457.284314,1621.281827,1457.284314
22300574,TOR,121.0,45.0,34.0,0.511,,,0,MIA,97.0,37.0,24.0,0.456,,,1,1,2024-01-17,2024-01-17,1468.338107,1572.208347,1468.338107,1572.208347,1468.338107,1572.208347,1468.338107,1572.208347,1468.338107,1572.208347
22300575,NOP,132.0,50.0,32.0,0.5,,,0,CHA,112.0,41.0,29.0,0.433,,,1,1,2024-01-17,2024-01-17,1620.988623,,1620.988623,,1620.988623,,1620.988623,,1620.988623,
22300576,GSW,140.0,41.0,42.0,0.533,,,0,UTA,137.0,48.0,33.0,0.462,,,1,1,2024-02-15,2024-02-15,1577.912026,1487.036156,1577.912026,1487.036156,1577.912026,1487.036156,1577.912026,1487.036156,1577.912026,1487.036156
22300577,LAL,127.0,45.0,33.0,0.538,,,0,DAL,110.0,43.0,26.0,0.462,,,1,1,2024-01-17,2024-01-17,1486.605989,1491.652928,1486.605989,1491.652928,1486.605989,1491.652928,1486.605989,1491.652928,1486.605989,1491.652928
22300578,POR,105.0,41.0,21.0,0.488,,,0,BKN,103.0,33.0,28.0,0.479,,,1,1,2024-01-17,2024-01-17,1311.613143,,1311.613143,,1311.613143,,1311.613143,,1311.613143,
22300579,NYK,113.0,47.0,22.0,0.453,,,0,WAS,109.0,46.0,31.0,0.456,,,1,1,2024-01-18,2024-01-18,1625.272561,1332.747585,1625.272561,1332.747585,1625.272561,1332.747585,1625.272561,1332.747585,1625.272561,1332.747585
22300580,CHI,116.0,42.0,30.0,0.527,,,0,TOR,110.0,38.0,31.0,0.506,,,1,1,2024-01-18,2024-01-18,1478.25263,1487.226166,1478.25263,1487.226166,1478.25263,1487.226166,1478.25263,1487.226166,1478.25263,1487.226166
22300581,OKC,134.0,38.0,36.0,0.558,,,0,UTA,129.0,38.0,33.0,0.483,,,1,1,2024-01-18,2024-01-18,1639.629722,1555.393755,1639.629722,1555.393755,1639.629722,1555.393755,1639.629722,1555.393755,1639.629722,1555.393755
22300582,MIN,118.0,39.0,30.0,0.549,,,0,MEM,103.0,34.0,22.0,0.459,,,1,1,2024-01-18,2024-01-18,1640.705768,1467.53156,1640.705768,1467.53156,1640.705768,1467.53156,1640.705768,1467.53156,1640.705768,1467.53156
22300583,IND,126.0,34.0,33.0,0.551,,,0,SAC,121.0,38.0,27.0,0.518,,,1,1,2024-01-18,2024-01-18,1541.919465,1512.286857,1541.919465,1512.286857,1541.919465,1512.286857,1541.919465,1512.286857,1541.919465,1512.286857
22300584,CHA,124.0,40.0,25.0,0.56,,,0,SAS,120.0,34.0,36.0,0.56,,,1,1,2024-01-19,2024-01-19,,1307.873813,,1307.873813,,1307.873813,,1307.873813,,1307.873813
22300585,PHI,124.0,42.0,23.0,0.483,,,0,ORL,109.0,36.0,24.0,0.474,,,1,1,2024-01-19,2024-01-19,1599.266703,1508.567238,1599.266703,1508.567238,1599.266703,1508.567238,1599.266703,1508.567238,1599.266703,1508.567238
22300586,DEN,102.0,47.0,20.0,0.519,,,0,BOS,100.0,38.0,21.0,0.427,,,1,1,2024-01-19,2024-01-19,1620.017155,1719.51892,1620.017155,1719.51892,1620.017155,1719.51892,1620.017155,1719.51892,1620.017155,1719.51892
22300587,ATL,109.0,38.0,23.0,0.46,,,0,MIA,108.0,44.0,21.0,0.463,,,1,1,2024-01-19,2024-01-19,1440.224162,1553.320287,1440.224162,1553.320287,1440.224162,1553.320287,1440.224162,1553.320287,1440.224162,1553.320287
22300588,PHX,123.0,48.0,32.0,0.495,,,0,NOP,109.0,42.0,27.0,0.441,,,1,1,2024-01-19,2024-01-19,,1622.850201,,1622.850201,,1622.850201,,1622.850201,,1622.850201
22300589,GSW,104.0,52.0,29.0,0.456,,,0,DAL,100.0,42.0,27.0,0.438,,,1,1,2024-04-02,2024-04-02,1597.525833,1641.306257,1597.525833,1641.306257,1597.525833,1641.306257,1597.525833,1641.306257,1597.525833,1641.306257
22300590,POR,118.0,47.0,18.0,0.5,,,0,IND,115.0,37.0,34.0,0.429,,,1,1,2024-01-19,2024-01-19,1316.885915,1550.866644,1316.885915,1550.866644,1316.885915,1550.866644,1316.885915,1550.866644,1316.885915,1550.866644
22300591,BKN,130.0,41.0,31.0,0.526,,,0,LAL,112.0,44.0,31.0,0.444,,,1,1,2024-01-19,2024-01-19,,1496.58881,,1496.58881,,1496.58881,,1496.58881,,1496.58881
22300592,MIL,141.0,49.0,30.0,0.553,,,0,DET,135.0,40.0,30.0,0.468,,,1,1,2024-01-20,2024-01-20,1594.401581,1220.490395,1594.401581,1220.490395,1594.401581,1220.490395,1594.401581,1220.490395,1594.401581,1220.490395
22300593,PHI,97.0,46.0,21.0,0.424,,,0,CHA,89.0,47.0,23.0,0.412,,,1,1,2024-01-20,2024-01-20,1613.194109,,1613.194109,,1613.194109,,1613.194109,,1613.194109,
22300594,SAS,131.0,49.0,38.0,0.531,,,0,WAS,127.0,46.0,28.0,0.476,,,1,1,2024-01-20,2024-01-20,1303.245833,1331.837656,1303.245833,1331.837656,1303.245833,1331.837656,1303.245833,1331.837656,1303.245833,1331.837656
22300595,CLE,116.0,49.0,32.0,0.506,,,0,ATL,95.0,45.0,25.0,0.398,,,1,1,2024-01-20,2024-01-20,1583.446153,1447.759467,1583.446153,1447.759467,1583.446153,1447.759467,1583.446153,1447.759467,1583.446153,1447.759467
22300596,NYK,126.0,61.0,27.0,0.545,,,0,TOR,100.0,31.0,29.0,0.413,,,1,1,2024-01-20,2024-01-20,1626.18249,1476.181744,1626.18249,1476.181744,1626.18249,1476.181744,1626.18249,1476.181744,1626.18249,1476.181744
22300597,CHI,125.0,52.0,32.0,0.516,,,0,MEM,96.0,32.0,28.0,0.427,,,1,1,2024-01-20,2024-01-20,1489.297052,1463.733896,1489.297052,1463.733896,1489.297052,1463.733896,1489.297052,1463.733896,1489.297052,1463.733896
22300598,HOU,127.0,56.0,27.0,0.427,,,0,UTA,126.0,59.0,28.0,0.457,,,1,1,2024-01-20,2024-01-20,1453.293581,1547.943336,1453.293581,1547.943336,1453.293581,1547.943336,1453.293581,1547.943336,1453.293581,1547.943336
22300599,OKC,102.0,37.0,21.0,0.395,,,0,MIN,97.0,50.0,22.0,0.413,,,1,1,2024-01-20,2024-01-20,1647.080141,1644.503432,1647.080141,1644.503432,1647.080141,1644.503432,1647.080141,1644.503432,1647.080141,1644.503432
22300600,LAC,125.0,45.0,26.0,0.506,,,0,BKN,114.0,36.0,29.0,0.489,,,1,1,2024-01-21,2024-01-21,1632.384588,,1632.384588,,1632.384588,,1632.384588,,1632.384588,
22300601,ORL,105.0,44.0,21.0,0.474,,,0,MIA,87.0,36.0,22.0,0.375,,,1,1,2024-01-21,2024-01-21,1494.639832,1545.784982,1494.639832,1545.784982,1494.639832,1545.784982,1494.639832,1545.784982,1494.639832,1545.784982
22300602,DEN,113.0,50.0,29.0,0.489,,,0,WAS,104.0,40.0,31.0,0.429,,,1,1,2024-01-21,2024-01-21,1628.747447,1322.291857,1628.747447,1322.291857,1628.747447,1322.291857,1628.747447,1322.291857,1628.747447,1322.291857
22300603,BOS,116.0,55.0,31.0,0.439,,,0,HOU,107.0,49.0,26.0,0.436,,,1,1,2024-01-21,2024-01-21,1710.788628,1457.256293,1710.788628,1457.256293,1710.788628,1457.256293,1710.788628,1457.256293,1710.788628,1457.256293
22300604,PHX,117.0,44.0,25.0,0.573,,,0,IND,110.0,40.0,28.0,0.436,,,1,1,2024-01-21,2024-01-21,,1542.303124,,1542.303124,,1542.303124,,1542.303124,,1542.303124
22300605,LAL,134.0,45.0,28.0,0.547,,,0,POR,110.0,35.0,24.0,0.467,,,1,1,2024-01-21,2024-01-21,1471.226694,1325.449434,1471.226694,1325.449434,1471.226694,1325.449434,1471.226694,1325.449434,1471.226694,1325.449434
22300606,MIL,122.0,49.0,26.0,0.447,,,0,DET,113.0,42.0,25.0,0.449,,,1,1,2024-01-22,2024-01-22,1596.574062,1218.317914,1596.574062,1218.317914,1596.574062,1218.317914,1596.574062,1218.317914,1596.574062,1218.317914
22300607,CLE,126.0,39.0,29.0,0.563,,,0,ORL,99.0,34.0,25.0,0.459,,,1,1,2024-01-22,2024-01-22,1598.236804,1507.249843,1598.236804,1507.249843,1598.236804,1507.249843,1598.236804,1507.249843,1598.236804,1507.249843
22300608,PHI,133.0,48.0,28.0,0.495,,,0,SAS,123.0,43.0,29.0,0.462,,,1,1,2024-01-22,2024-01-22,1616.55135,1312.791632,1616.55135,1312.791632,1616.55135,1312.791632,1616.55135,1312.791632,1616.55135,1312.791632
22300609,MEM,108.0,47.0,30.0,0.463,,,0,TOR,100.0,47.0,31.0,0.443,,,1,1,2024-01-22,2024-01-22,1451.064107,1469.882532,1451.064107,1469.882532,1451.064107,1469.882532,1451.064107,1469.882532,1451.064107,1469.882532
22300610,CHA,128.0,35.0,30.0,0.568,,,0,MIN,125.0,36.0,34.0,0.524,,,1,1,2024-01-22,2024-01-22,,1634.785467,,1634.785467,,1634.785467,,1634.785467,,1634.785467
22300611,BOS,119.0,44.0,26.0,0.466,,,0,DAL,110.0,48.0,24.0,0.443,,,1,1,2024-01-22,2024-01-22,1715.858118,1481.670107,1715.858118,1481.670107,1715.858118,1481.670107,1715.858118,1481.670107,1715.858118,1481.670107
22300612,PHX,115.0,39.0,32.0,0.518,,,0,CHI,113.0,47.0,25.0,0.484,,,1,1,2024-01-22,2024-01-22,,1501.966841,,1501.966841,,1501.966841,,1501.966841,,1501.966841
22300613,SAC,122.0,51.0,22.0,0.462,,,0,ATL,107.0,50.0,19.0,0.387,,,1,1,2024-01-22,2024-01-22,1503.339679,1432.968816,1503.339679,1432.968816,1503.339679,1432.968816,1503.339679,1432.968816,1503.339679,1432.968816
22300614,DEN,114.0,42.0,22.0,0.5,,,0,IND,109.0,38.0,24.0,0.494,,,1,1,2024-01-23,2024-01-23,1632.649378,1536.893823,1632.649378,1536.893823,1632.649378,1536.893823,1632.649378,1536.893823,1632.649378,1536.893823
22300615,NYK,108.0,42.0,21.0,0.465,,,0,BKN,103.0,40.0,29.0,0.442,,,1,1,2024-01-23,2024-01-23,1632.481702,,1632.481702,,1632.481702,,1632.481702,,1632.481702,
22300616,NOP,153.0,57.0,41.0,0.577,,,0,UTA,124.0,38.0,27.0,0.467,,,1,1,2024-01-23,2024-01-23,1599.829498,1543.980624,1599.829498,1543.980624,1599.829498,1543.980624,1599.829498,1543.980624,1599.829498,1543.980624
22300617,OKC,111.0,43.0,23.0,0.483,,,0,POR,109.0,46.0,27.0,0.43,,,1,1,2024-01-23,2024-01-23,1656.798107,1319.365308,1656.798107,1319.365308,1656.798107,1319.365308,1656.798107,1319.365308,1656.798107,1319.365308
22300618,LAC,127.0,36.0,33.0,0.591,,,0,LAL,116.0,41.0,27.0,0.489,,,1,1,2024-01-23,2024-01-23,1635.437873,1477.31082,1635.437873,1477.31082,1635.437873,1477.31082,1635.437873,1477.31082,1635.437873,1477.31082
22300619,DET,113.0,44.0,26.0,0.5,,,0,CHA,106.0,48.0,27.0,0.437,,,1,1,2024-01-24,2024-01-24,1215.647065,,1215.647065,,1215.647065,,1215.647065,,1215.647065,
22300620,MIN,118.0,48.0,26.0,0.42,,,0,WAS,107.0,49.0,31.0,0.481,,,1,1,2024-01-24,2024-01-24,1618.610934,1318.389926,1618.610934,1318.389926,1618.610934,1318.389926,1618.610934,1318.389926,1618.610934,1318.389926
22300621,MEM,105.0,44.0,30.0,0.45,,,0,MIA,96.0,44.0,21.0,0.402,,,1,1,2024-01-24,2024-01-24,1464.400466,1533.174971,1464.400466,1533.174971,1464.400466,1533.174971,1464.400466,1533.174971,1464.400466,1533.174971
22300622,OKC,140.0,47.0,36.0,0.563,,,0,SAS,114.0,38.0,30.0,0.5,,,1,1,2024-01-24,2024-01-24,1657.332148,1311.393284,1657.332148,1311.393284,1657.332148,1311.393284,1657.332148,1311.393284,1657.332148,1311.393284
22300623,POR,137.0,48.0,31.0,0.51,,,0,HOU,131.0,37.0,29.0,0.532,,,1,1,2024-01-24,2024-01-24,1318.831266,1452.186803,1318.831266,1452.186803,1318.831266,1452.186803,1318.831266,1452.186803,1318.831266,1452.186803
22300624,MIL,126.0,46.0,24.0,0.5,,,0,CLE,116.0,39.0,26.0,0.505,,,1,1,2024-01-24,2024-01-24,1599.244911,1619.173045,1599.244911,1619.173045,1599.244911,1619.173045,1599.244911,1619.173045,1599.244911,1619.173045
22300625,PHX,132.0,49.0,30.0,0.6,,,0,DAL,109.0,33.0,25.0,0.461,,,1,1,2024-01-24,2024-01-24,,1476.115586,,1476.115586,,1476.115586,,1476.115586,,1476.115586
22300626,GSW,134.0,49.0,26.0,0.56,,,0,ATL,112.0,45.0,30.0,0.415,,,1,1,2024-01-24,2024-01-24,1472.733175,1426.505524,1472.733175,1426.505524,1472.733175,1426.505524,1472.733175,1426.505524,1472.733175,1426.505524
22300627,IND,134.0,55.0,35.0,0.57,,,0,PHI,122.0,31.0,24.0,0.483,,,1,1,2024-01-25,2024-01-25,1529.746209,1617.949698,1529.746209,1617.949698,1529.746209,1617.949698,1529.746209,1617.949698,1529.746209,1617.949698
22300628,UTA,123.0,52.0,34.0,0.515,,,0,WAS,108.0,35.0,33.0,0.489,,,1,1,2024-01-25,2024-01-25,1532.992665,1313.833796,1532.992665,1313.833796,1532.992665,1313.833796,1532.992665,1313.833796,1532.992665,1313.833796
22300629,MIN,96.0,38.0,24.0,0.493,,,0,BKN,94.0,32.0,22.0,0.455,,,1,1,2024-01-25,2024-01-25,1623.167064,,1623.167064,,1623.167064,,1623.167064,,1623.167064,
22300630,BOS,143.0,47.0,36.0,0.638,,,0,MIA,110.0,31.0,25.0,0.447,,,1,1,2024-01-25,2024-01-25,1721.412639,1516.848163,1721.412639,1516.848163,1721.412639,1516.848163,1721.412639,1516.848163,1721.412639,1516.848163
22300631,NYK,122.0,44.0,26.0,0.529,,,0,DEN,84.0,40.0,20.0,0.405,,,1,1,2024-01-25,2024-01-25,1637.610661,1639.796991,1637.610661,1639.796991,1637.610661,1639.796991,1637.610661,1639.796991,1637.610661,1639.796991
22300632,SAC,134.0,34.0,33.0,0.527,,,0,GSW,133.0,33.0,30.0,0.558,,,1,1,2024-01-25,2024-01-25,1509.802971,1482.175517,1509.802971,1482.175517,1509.802971,1482.175517,1509.802971,1482.175517,1509.802971,1482.175517
22300633,LAL,141.0,30.0,35.0,0.609,,,0,CHI,132.0,39.0,27.0,0.534,,,1,1,2024-01-25,2024-01-25,1473.942377,1499.453876,1473.942377,1499.453876,1473.942377,1499.453876,1473.942377,1499.453876,1473.942377,1499.453876
22300634,DAL,148.0,37.0,28.0,0.6,,,0,ATL,143.0,36.0,32.0,0.526,,,1,1,2024-01-26,2024-01-26,1456.847311,1417.063182,1456.847311,1417.063182,1456.847311,1417.063182,1456.847311,1417.063182,1456.847311,1417.063182
22300635,HOU,138.0,53.0,34.0,0.562,,,0,CHA,104.0,32.0,20.0,0.412,,,1,1,2024-01-26,2024-01-26,1437.107036,,1437.107036,,1437.107036,,1437.107036,,1437.107036,
22300636,IND,133.0,48.0,34.0,0.532,,,0,PHX,131.0,38.0,24.0,0.573,,,1,1,2024-01-26,2024-01-26,1540.882396,,1540.882396,,1540.882396,,1540.882396,,1540.882396,
22300637,LAC,127.0,50.0,29.0,0.505,,,0,TOR,107.0,45.0,26.0,0.458,,,1,1,2024-01-26,2024-01-26,1638.806316,1456.546173,1638.806316,1456.546173,1638.806316,1456.546173,1638.806316,1456.546173,1638.806316,1456.546173
22300638,MEM,107.0,43.0,30.0,0.467,,,0,ORL,106.0,40.0,21.0,0.469,,,1,1,2024-01-26,2024-01-26,1480.727274,1486.313602,1480.727274,1486.313602,1480.727274,1486.313602,1480.727274,1486.313602,1480.727274,1486.313602
22300639,CLE,112.0,51.0,20.0,0.413,,,0,MIL,100.0,51.0,21.0,0.402,,,1,1,2024-01-26,2024-01-26,1611.628978,1606.788978,1611.628978,1606.788978,1611.628978,1606.788978,1611.628978,1606.788978,1611.628978,1606.788978
22300640,OKC,107.0,45.0,22.0,0.477,,,0,NOP,83.0,41.0,24.0,0.39,,,1,1,2024-01-26,2024-01-26,1663.768705,1610.817457,1663.768705,1610.817457,1663.768705,1610.817457,1663.768705,1610.817457,1663.768705,1610.817457
22300641,SAS,116.0,59.0,30.0,0.457,,,0,POR,100.0,37.0,23.0,0.422,,,1,1,2024-01-26,2024-01-26,1304.956727,1333.911034,1304.956727,1333.911034,1304.956727,1333.911034,1304.956727,1333.911034,1304.956727,1333.911034
22300642,WAS,118.0,50.0,26.0,0.45,,,0,DET,104.0,45.0,22.0,0.435,,,1,1,2024-01-27,2024-01-27,1305.599856,1223.698295,1305.599856,1223.698295,1305.599856,1223.698295,1305.599856,1223.698295,1305.599856,1223.698295
22300643,NYK,125.0,46.0,25.0,0.517,,,0,MIA,109.0,38.0,26.0,0.466,,,1,1,2024-01-27,2024-01-27,1655.116809,1501.537049,1655.116809,1501.537049,1655.116809,1501.537049,1655.116809,1501.537049,1655.116809,1501.537049
22300644,DEN,111.0,44.0,25.0,0.451,,,0,PHI,105.0,39.0,25.0,0.531,,,1,1,2024-01-27,2024-01-27,1622.290843,1606.813511,1622.290843,1606.813511,1622.290843,1606.813511,1622.290843,1606.813511,1622.290843,1606.813511
22300645,BKN,106.0,40.0,24.0,0.486,,,0,HOU,104.0,55.0,20.0,0.394,,,1,1,2024-01-27,2024-01-27,,1457.556507,,1457.556507,,1457.556507,,1457.556507,,1457.556507
22300646,LAC,115.0,58.0,28.0,0.441,,,0,BOS,96.0,52.0,21.0,0.36,,,1,1,2024-01-27,2024-01-27,1650.602899,1736.723753,1650.602899,1736.723753,1650.602899,1736.723753,1650.602899,1736.723753,1650.602899,1736.723753
22300647,UTA,134.0,49.0,38.0,0.559,,,0,CHA,122.0,35.0,35.0,0.511,,,1,1,2024-01-27,2024-01-27,1541.226604,,1541.226604,,1541.226604,,1541.226604,,1541.226604,
22300648,MIL,141.0,45.0,30.0,0.56,,,0,NOP,117.0,43.0,20.0,0.471,,,1,1,2024-01-27,2024-01-27,1590.827986,1588.862491,1590.827986,1588.862491,1590.827986,1588.862491,1590.827986,1588.862491,1590.827986,1588.862491
22300649,SAS,113.0,39.0,35.0,0.548,,,0,MIN,112.0,32.0,30.0,0.57,,,1,1,2024-01-27,2024-01-27,1315.576356,1626.751998,1315.576356,1626.751998,1315.576356,1626.751998,1315.576356,1626.751998,1315.576356,1626.751998
22300650,LAL,145.0,55.0,33.0,0.485,,,0,GSW,144.0,50.0,37.0,0.462,,,1,1,2024-01-27,2024-01-27,1481.188892,1477.004218,1481.188892,1477.004218,1481.188892,1477.004218,1481.188892,1477.004218,1481.188892,1477.004218
22300651,SAC,120.0,39.0,27.0,0.538,,,0,DAL,115.0,43.0,35.0,0.439,,,1,1,2024-01-27,2024-01-27,1514.97427,1465.509589,1514.97427,1465.509589,1514.97427,1465.509589,1514.97427,1465.509589,1514.97427,1465.509589
22300652,IND,116.0,44.0,31.0,0.489,,,0,MEM,110.0,45.0,20.0,0.463,,,1,1,2024-01-28,2024-01-28,1544.652479,1483.488519,1544.652479,1483.488519,1544.652479,1483.488519,1544.652479,1483.488519,1544.652479,1483.488519
22300653,ATL,126.0,51.0,27.0,0.463,,,0,TOR,125.0,46.0,29.0,0.461,,,1,1,2024-01-28,2024-01-28,1408.400904,1444.74959,1408.400904,1444.74959,1408.400904,1444.74959,1408.400904,1444.74959,1408.400904,1444.74959
22300654,DET,120.0,53.0,27.0,0.495,,,0,OKC,104.0,43.0,17.0,0.478,,,1,1,2024-01-28,2024-01-28,1209.96844,1685.723672,1209.96844,1685.723672,1209.96844,1685.723672,1209.96844,1685.723672,1209.96844,1685.723672
22300655,ORL,113.0,40.0,30.0,0.446,,,0,PHX,98.0,39.0,19.0,0.562,,,1,1,2024-01-28,2024-01-28,1483.552356,,1483.552356,,1483.552356,,1483.552356,,1483.552356,
22300656,CHI,104.0,40.0,27.0,0.467,,,0,POR,96.0,48.0,22.0,0.405,,,1,1,2024-01-28,2024-01-28,1492.20736,1323.291405,1492.20736,1323.291405,1492.20736,1323.291405,1492.20736,1323.291405,1492.20736,1323.291405
22300657,NYK,113.0,42.0,25.0,0.524,,,0,CHA,92.0,41.0,23.0,0.457,,,1,1,2024-01-29,2024-01-29,1659.523261,,1659.523261,,1659.523261,,1659.523261,,1659.523261,
22300658,CLE,118.0,46.0,28.0,0.488,,,0,LAC,108.0,37.0,28.0,0.475,,,1,1,2024-01-29,2024-01-29,1627.58997,1678.272366,1627.58997,1678.272366,1627.58997,1678.272366,1627.58997,1678.272366,1627.58997,1678.272366
22300659,BOS,118.0,40.0,27.0,0.506,,,0,NOP,112.0,40.0,21.0,0.505,,,1,1,2024-01-29,2024-01-29,1709.054287,1576.55763,1709.054287,1576.55763,1709.054287,1576.55763,1709.054287,1576.55763,1709.054287,1576.55763
22300660,BKN,147.0,50.0,41.0,0.514,,,0,UTA,114.0,44.0,23.0,0.453,,,1,1,2024-01-29,2024-01-29,,1546.936464,,1546.936464,,1546.936464,,1546.936464,,1546.936464
22300661,PHX,118.0,47.0,30.0,0.489,,,0,MIA,105.0,44.0,20.0,0.393,,,1,1,2024-01-29,2024-01-29,,1497.130597,,1497.130597,,1497.130597,,1497.130597,,1497.130597
22300662,HOU,135.0,56.0,36.0,0.531,,,0,LAL,119.0,35.0,26.0,0.495,,,1,1,2024-01-29,2024-01-29,1454.143269,1486.743852,1454.143269,1486.743852,1454.143269,1486.743852,1454.143269,1486.743852,1454.143269,1486.743852
22300663,SAC,103.0,51.0,24.0,0.512,,,0,MEM,94.0,37.0,22.0,0.375,,,1,1,2024-01-29,2024-01-29,1523.36741,1479.606377,1523.36741,1479.606377,1523.36741,1479.606377,1523.36741,1479.606377,1523.36741,1479.606377
22300664,MIN,107.0,45.0,21.0,0.482,,,0,OKC,101.0,38.0,21.0,0.443,,,1,1,2024-01-29,2024-01-29,1619.249536,1649.667254,1619.249536,1649.667254,1619.249536,1649.667254,1619.249536,1649.667254,1619.249536,1649.667254
22300665,WAS,118.0,45.0,32.0,0.535,,,0,SAS,113.0,36.0,31.0,0.467,,,1,1,2024-01-29,2024-01-29,1319.329712,1323.078819,1319.329712,1323.078819,1319.329712,1323.078819,1319.329712,1323.078819,1319.329712,1323.078819
22300666,DAL,131.0,35.0,27.0,0.623,,,0,ORL,129.0,35.0,27.0,0.511,,,1,1,2024-01-29,2024-01-29,1457.116448,1496.536856,1457.116448,1496.536856,1457.116448,1496.536856,1457.116448,1496.536856,1457.116448,1496.536856
22300667,DEN,113.0,47.0,29.0,0.484,,,0,MIL,107.0,40.0,24.0,0.429,,,1,1,2024-01-29,2024-01-29,1627.099816,1603.132848,1627.099816,1603.132848,1627.099816,1603.132848,1627.099816,1603.132848,1627.099816,1603.132848
22300668,POR,130.0,39.0,29.0,0.548,,,0,PHI,104.0,34.0,17.0,0.446,,,1,1,2024-01-29,2024-01-29,1316.371301,1602.004537,1316.371301,1602.004537,1316.371301,1602.004537,1316.371301,1602.004537,1316.371301,1602.004537
22300669,ATL,138.0,46.0,32.0,0.525,,,0,LAL,122.0,37.0,28.0,0.533,,,1,1,2024-01-30,2024-01-30,1411.550136,1475.96025,1411.550136,1475.96025,1411.550136,1475.96025,1411.550136,1475.96025,1411.550136,1475.96025
22300670,BOS,129.0,40.0,25.0,0.54,,,0,IND,124.0,50.0,33.0,0.463,,,1,1,2024-01-30,2024-01-30,1711.763749,1548.534621,1711.763749,1548.534621,1711.763749,1548.534621,1711.763749,1548.534621,1711.763749,1548.534621
22300671,NYK,118.0,45.0,29.0,0.468,,,0,UTA,103.0,43.0,23.0,0.453,,,1,1,2024-01-30,2024-01-30,1663.886951,1523.56139,1663.886951,1523.56139,1663.886951,1523.56139,1663.886951,1523.56139,1663.886951,1523.56139
22300672,TOR,118.0,38.0,34.0,0.518,,,0,CHI,107.0,33.0,21.0,0.507,,,1,1,2024-01-30,2024-01-30,1441.600358,1499.127464,1441.600358,1499.127464,1441.600358,1499.127464,1441.600358,1499.127464,1441.600358,1499.127464
22300673,GSW,119.0,42.0,32.0,0.557,,,0,PHI,107.0,39.0,11.0,0.459,,,1,1,2024-01-30,2024-01-30,1471.449259,1567.532204,1471.449259,1567.532204,1471.449259,1567.532204,1471.449259,1567.532204,1471.449259,1567.532204
22300674,CHI,117.0,44.0,28.0,0.517,,,0,CHA,110.0,40.0,25.0,0.444,,,1,1,2024-01-31,2024-01-31,1481.17762,,1481.17762,,1481.17762,,1481.17762,,1481.17762,
22300675,CLE,128.0,33.0,26.0,0.528,,,0,DET,121.0,35.0,27.0,0.556,,,1,1,2024-01-31,2024-01-31,1636.165883,1246.024858,1636.165883,1246.024858,1636.165883,1246.024858,1636.165883,1246.024858,1636.165883,1246.024858
22300676,LAC,125.0,52.0,25.0,0.47,,,0,WAS,109.0,45.0,19.0,0.464,,,1,1,2024-01-31,2024-01-31,1669.696452,1329.229946,1669.696452,1329.229946,1669.696452,1329.229946,1669.696452,1329.229946,1669.696452,1329.229946
22300677,PHX,136.0,42.0,35.0,0.62,,,0,BKN,120.0,27.0,28.0,0.5,,,1,1,2024-01-31,2024-01-31,,,,,,,,,,
22300678,MIA,115.0,49.0,38.0,0.5,,,0,SAC,106.0,44.0,26.0,0.441,,,1,1,2024-01-31,2024-01-31,1483.197107,1535.195378,1483.197107,1535.195378,1483.197107,1535.195378,1483.197107,1535.195378,1483.197107,1535.195378
22300679,NOP,110.0,56.0,20.0,0.5,,,0,HOU,99.0,29.0,19.0,0.402,,,1,1,2024-01-31,2024-01-31,1573.848167,1464.926871,1573.848167,1464.926871,1573.848167,1464.926871,1573.848167,1464.926871,1573.848167,1464.926871
22300680,MIN,121.0,45.0,31.0,0.563,,,0,DAL,87.0,31.0,18.0,0.408,,,1,1,2024-01-31,2024-01-31,1630.979712,1460.929462,1630.979712,1460.929462,1630.979712,1460.929462,1630.979712,1460.929462,1630.979712,1460.929462
22300681,ORL,108.0,45.0,29.0,0.477,,,0,SAS,98.0,41.0,24.0,0.45,,,1,1,2024-01-31,2024-01-31,1492.723843,1313.178585,1492.723843,1313.178585,1492.723843,1313.178585,1492.723843,1313.178585,1492.723843,1313.178585
22300682,OKC,105.0,53.0,24.0,0.425,,,0,DEN,100.0,47.0,21.0,0.398,,,1,1,2024-01-31,2024-01-31,1637.937078,1631.726077,1637.937078,1631.726077,1637.937078,1631.726077,1637.937078,1631.726077,1637.937078,1631.726077
22300683,POR,119.0,39.0,26.0,0.533,,,0,MIL,116.0,39.0,27.0,0.489,,,1,1,2024-01-31,2024-01-31,1350.843635,1598.506587,1350.843635,1598.506587,1350.843635,1598.506587,1350.843635,1598.506587,1350.843635,1598.506587
