TEAM_ABBREVIATION_TEAM0,GAME_DATE,ELO_TEAM0,SCORE_TEAM0,IS_HOME_TEAM0,TEAM_ORDER_TEAM0,TEAM_ABBREVIATION_TEAM1,ELO_TEAM1,SCORE_TEAM1,IS_HOME_TEAM1,TEAM_ORDER_TEAM1
HOU,2025-01-09,1590.159402,119,0,0,GSW,1492.425932,107,1,1
HOU,2025-01-09,1590.159402,119,0,0,DET,1470.593603,104,0,1
HOU,2025-01-09,1590.159402,119,0,0,HOU,1590.159402,119,1,1
HOU,2025-01-09,1590.159402,119,0,0,MEM,1578.525968,115,0,1
HOU,2025-01-09,1590.159402,119,0,0,MIN,1569.830803,104,1,1
HOU,2025-01-09,1590.159402,119,0,0,ORL,1540.379155,89,0,1
HOU,2025-01-09,1590.159402,119,0,0,ATL,1493.092002,115,1,1
HOU,2025-01-09,1590.159402,119,0,0,PHO,1481.064212,123,0,1
HOU,2025-01-09,1590.159402,119,0,0,MIA,1505.255247,97,1,1
HOU,2025-01-09,1590.159402,119,0,0,UTA,1439.450833,92,0,1
ORL,2025-01-09,1540.379155,89,1,0,TOR,1316.741063,126,1,1
ORL,2025-01-09,1540.379155,89,1,0,CLE,1703.592737,132,0,1
ORL,2025-01-09,1540.379155,89,1,0,POR,1359.709425,111,1,1
ORL,2025-01-09,1540.379155,89,1,0,DAL,1591.599896,117,0,1
ORL,2025-01-09,1540.379155,89,1,0,GSW,1492.425932,107,1,1
ORL,2025-01-09,1540.379155,89,1,0,DET,1470.593603,104,0,1
ORL,2025-01-09,1540.379155,89,1,0,HOU,1590.159402,119,1,1
ORL,2025-01-09,1540.379155,89,1,0,MEM,1578.525968,115,0,1
ORL,2025-01-09,1540.379155,89,1,0,MIN,1569.830803,104,1,1
ORL,2025-01-09,1540.379155,89,1,0,ORL,1540.379155,89,0,1
ORL,2025-01-09,1540.379155,89,1,0,ATL,1493.092002,115,1,1
ORL,2025-01-09,1540.379155,89,1,0,PHO,1481.064212,123,0,1
ORL,2025-01-09,1540.379155,89,1,0,MIA,1505.255247,97,1,1
ORL,2025-01-09,1540.379155,89,1,0,UTA,1439.450833,92,0,1
MIN,2025-01-09,1569.830803,104,0,0,TOR,1316.741063,126,1,1
MIN,2025-01-09,1569.830803,104,0,0,CLE,1703.592737,132,0,1
MIN,2025-01-09,1569.830803,104,0,0,POR,1359.709425,111,1,1
MIN,2025-01-09,1569.830803,104,0,0,DAL,1591.599896,117,0,1
MIN,2025-01-09,1569.830803,104,0,0,GSW,1492.425932,107,1,1
MIN,2025-01-09,1569.830803,104,0,0,DET,1470.593603,104,0,1
MIN,2025-01-09,1569.830803,104,0,0,HOU,1590.159402,119,1,1
MIN,2025-01-09,1569.830803,104,0,0,MEM,1578.525968,115,0,1
MIN,2025-01-09,1569.830803,104,0,0,MIN,1569.830803,104,1,1
MIN,2025-01-09,1569.830803,104,0,0,ORL,1540.379155,89,0,1
MIN,2025-01-09,1569.830803,104,0,0,ATL,1493.092002,115,1,1
MIN,2025-01-09,1569.830803,104,0,0,PHO,1481.064212,123,0,1
MIN,2025-01-09,1569.830803,104,0,0,MIA,1505.255247,97,1,1
MIN,2025-01-09,1569.830803,104,0,0,UTA,1439.450833,92,0,1
PHO,2025-01-09,1481.064212,123,1,0,TOR,1316.741063,126,1,1
PHO,2025-01-09,1481.064212,123,1,0,CLE,1703.592737,132,0,1
PHO,2025-01-09,1481.064212,123,1,0,POR,1359.709425,111,1,1
PHO,2025-01-09,1481.064212,123,1,0,DAL,1591.599896,117,0,1
PHO,2025-01-09,1481.064212,123,1,0,GSW,1492.425932,107,1,1
PHO,2025-01-09,1481.064212,123,1,0,DET,1470.593603,104,0,1
PHO,2025-01-09,1481.064212,123,1,0,HOU,1590.159402,119,1,1
PHO,2025-01-09,1481.064212,123,1,0,MEM,1578.525968,115,0,1
PHO,2025-01-09,1481.064212,123,1,0,MIN,1569.830803,104,1,1
PHO,2025-01-09,1481.064212,123,1,0,ORL,1540.379155,89,0,1
PHO,2025-01-09,1481.064212,123,1,0,ATL,1493.092002,115,1,1
PHO,2025-01-09,1481.064212,123,1,0,PHO,1481.064212,123,0,1
PHO,2025-01-09,1481.064212,123,1,0,MIA,1505.255247,97,1,1
PHO,2025-01-09,1481.064212,123,1,0,UTA,1439.450833,92,0,1
ATL,2025-01-09,1493.092002,115,0,0,TOR,1316.741063,126,1,1
ATL,2025-01-09,1493.092002,115,0,0,CLE,1703.592737,132,0,1
ATL,2025-01-09,1493.092002,115,0,0,POR,1359.709425,111,1,1
ATL,2025-01-09,1493.092002,115,0,0,DAL,1591.599896,117,0,1
ATL,2025-01-09,1493.092002,115,0,0,GSW,1492.425932,107,1,1
ATL,2025-01-09,1493.092002,115,0,0,DET,1470.593603,104,0,1
ATL,2025-01-09,1493.092002,115,0,0,HOU,1590.159402,119,1,1
ATL,2025-01-09,1493.092002,115,0,0,MEM,1578.525968,115,0,1
ATL,2025-01-09,1493.092002,115,0,0,MIN,1569.830803,104,1,1
ATL,2025-01-09,1493.092002,115,0,0,ORL,1540.379155,89,0,1
ATL,2025-01-09,1493.092002,115,0,0,ATL,1493.092002,115,1,1
ATL,2025-01-09,1493.092002,115,0,0,PHO,1481.064212,123,0,1
ATL,2025-01-09,1493.092002,115,0,0,MIA,1505.255247,97,1,1
ATL,2025-01-09,1493.092002,115,0,0,UTA,1439.450833,92,0,1
UTA,2025-01-09,1439.450833,92,1,0,TOR,1316.741063,126,1,1
UTA,2025-01-09,1439.450833,92,1,0,CLE,1703.592737,132,0,1
UTA,2025-01-09,1439.450833,92,1,0,POR,1359.709425,111,1,1
UTA,2025-01-09,1439.450833,92,1,0,DAL,1591.599896,117,0,1
UTA,2025-01-09,1439.450833,92,1,0,GSW,1492.425932,107,1,1
UTA,2025-01-09,1439.450833,92,1,0,DET,1470.593603,104,0,1
UTA,2025-01-09,1439.450833,92,1,0,HOU,1590.159402,119,1,1
UTA,2025-01-09,1439.450833,92,1,0,MEM,1578.525968,115,0,1
UTA,2025-01-09,1439.450833,92,1,0,MIN,1569.830803,104,1,1
UTA,2025-01-09,1439.450833,92,1,0,ORL,1540.379155,89,0,1
UTA,2025-01-09,1439.450833,92,1,0,ATL,1493.092002,115,1,1
UTA,2025-01-09,1439.450833,92,1,0,PHO,1481.064212,123,0,1
UTA,2025-01-09,1439.450833,92,1,0,MIA,1505.255247,97,1,1
UTA,2025-01-09,1439.450833,92,1,0,UTA,1439.450833,92,0,1
MIA,2025-01-09,1505.255247,97,0,0,TOR,1316.741063,126,1,1
MIA,2025-01-09,1505.255247,97,0,0,CLE,1703.592737,132,0,1
MIA,2025-01-09,1505.255247,97,0,0,POR,1359.709425,111,1,1
MIA,2025-01-09,1505.255247,97,0,0,DAL,1591.599896,117,0,1
MIA,2025-01-09,1505.255247,97,0,0,GSW,1492.425932,107,1,1
MIA,2025-01-09,1505.255247,97,0,0,DET,1470.593603,104,0,1
MIA,2025-01-09,1505.255247,97,0,0,HOU,1590.159402,119,1,1
MIA,2025-01-09,1505.255247,97,0,0,MEM,1578.525968,115,0,1
MIA,2025-01-09,1505.255247,97,0,0,MIN,1569.830803,104,1,1
MIA,2025-01-09,1505.255247,97,0,0,ORL,1540.379155,89,0,1
MIA,2025-01-09,1505.255247,97,0,0,ATL,1493.092002,115,1,1
MIA,2025-01-09,1505.255247,97,0,0,PHO,1481.064212,123,0,1
MIA,2025-01-09,1505.255247,97,0,0,MIA,1505.255247,97,1,1
MIA,2025-01-09,1505.255247,97,0,0,UTA,1439.450833,92,0,1
BOS,2025-01-10,1703.198971,97,1,0,SAC,1535.186013,114,1,1
BOS,2025-01-10,1703.198971,97,1,0,BOS,1703.198971,97,0,1
BOS,2025-01-10,1703.198971,97,1,0,WAS,1248.914709,105,1,1
BOS,2025-01-10,1703.198971,97,1,0,CHI,1453.722589,138,0,1
BOS,2025-01-10,1703.198971,97,1,0,BRK,1351.794125,105,1,1
BOS,2025-01-10,1703.198971,97,1,0,DEN,1598.244917,124,0,1
BOS,2025-01-10,1703.198971,97,1,0,GSW,1499.708991,96,1,1
BOS,2025-01-10,1703.198971,97,1,0,IND,1571.620736,108,0,1
BOS,2025-01-10,1703.198971,97,1,0,OKC,1735.590937,126,1,1
BOS,2025-01-10,1703.198971,97,1,0,NYK,1623.432604,101,0,1
BOS,2025-01-10,1703.198971,97,1,0,MIL,1550.527836,109,1,1
BOS,2025-01-10,1703.198971,97,1,0,ORL,1523.252219,106,0,1
BOS,2025-01-10,1703.198971,97,1,0,NOP,1324.185747,123,1,1
BOS,2025-01-10,1703.198971,97,1,0,PHI,1479.664576,115,0,1
SAC,2025-01-10,1535.186013,114,0,0,SAC,1535.186013,114,1,1
SAC,2025-01-10,1535.186013,114,0,0,BOS,1703.198971,97,0,1
SAC,2025-01-10,1535.186013,114,0,0,WAS,1248.914709,105,1,1
SAC,2025-01-10,1535.186013,114,0,0,CHI,1453.722589,138,0,1
SAC,2025-01-10,1535.186013,114,0,0,BRK,1351.794125,105,1,1
SAC,2025-01-10,1535.186013,114,0,0,DEN,1598.244917,124,0,1
SAC,2025-01-10,1535.186013,114,0,0,GSW,1499.708991,96,1,1
SAC,2025-01-10,1535.186013,114,0,0,IND,1571.620736,108,0,1
SAC,2025-01-10,1535.186013,114,0,0,OKC,1735.590937,126,1,1
SAC,2025-01-10,1535.186013,114,0,0,NYK,1623.432604,101,0,1
SAC,2025-01-10,1535.186013,114,0,0,MIL,1550.527836,109,1,1
SAC,2025-01-10,1535.186013,114,0,0,ORL,1523.252219,106,0,1
SAC,2025-01-10,1535.186013,114,0,0,NOP,1324.185747,123,1,1
SAC,2025-01-10,1535.186013,114,0,0,PHI,1479.664576,115,0,1
CHI,2025-01-10,1453.722589,138,1,0,SAC,1535.186013,114,1,1
CHI,2025-01-10,1453.722589,138,1,0,BOS,1703.198971,97,0,1
CHI,2025-01-10,1453.722589,138,1,0,WAS,1248.914709,105,1,1
CHI,2025-01-10,1453.722589,138,1,0,CHI,1453.722589,138,0,1
CHI,2025-01-10,1453.722589,138,1,0,BRK,1351.794125,105,1,1
CHI,2025-01-10,1453.722589,138,1,0,DEN,1598.244917,124,0,1
CHI,2025-01-10,1453.722589,138,1,0,GSW,1499.708991,96,1,1
CHI,2025-01-10,1453.722589,138,1,0,IND,1571.620736,108,0,1
CHI,2025-01-10,1453.722589,138,1,0,OKC,1735.590937,126,1,1
CHI,2025-01-10,1453.722589,138,1,0,NYK,1623.432604,101,0,1
CHI,2025-01-10,1453.722589,138,1,0,MIL,1550.527836,109,1,1
CHI,2025-01-10,1453.722589,138,1,0,ORL,1523.252219,106,0,1
CHI,2025-01-10,1453.722589,138,1,0,NOP,1324.185747,123,1,1
CHI,2025-01-10,1453.722589,138,1,0,PHI,1479.664576,115,0,1
WAS,2025-01-10,1248.914709,105,0,0,SAC,1535.186013,114,1,1
WAS,2025-01-10,1248.914709,105,0,0,BOS,1703.198971,97,0,1
WAS,2025-01-10,1248.914709,105,0,0,WAS,1248.914709,105,1,1
WAS,2025-01-10,1248.914709,105,0,0,CHI,1453.722589,138,0,1
WAS,2025-01-10,1248.914709,105,0,0,BRK,1351.794125,105,1,1
WAS,2025-01-10,1248.914709,105,0,0,DEN,1598.244917,124,0,1
WAS,2025-01-10,1248.914709,105,0,0,GSW,1499.708991,96,1,1
WAS,2025-01-10,1248.914709,105,0,0,IND,1571.620736,108,0,1
WAS,2025-01-10,1248.914709,105,0,0,OKC,1735.590937,126,1,1
WAS,2025-01-10,1248.914709,105,0,0,NYK,1623.432604,101,0,1
WAS,2025-01-10,1248.914709,105,0,0,MIL,1550.527836,109,1,1
WAS,2025-01-10,1248.914709,105,0,0,ORL,1523.252219,106,0,1
WAS,2025-01-10,1248.914709,105,0,0,NOP,1324.185747,123,1,1
WAS,2025-01-10,1248.914709,105,0,0,PHI,1479.664576,115,0,1
DEN,2025-01-10,1598.244917,124,1,0,SAC,1535.186013,114,1,1
DEN,2025-01-10,1598.244917,124,1,0,BOS,1703.198971,97,0,1
DEN,2025-01-10,1598.244917,124,1,0,WAS,1248.914709,105,1,1
DEN,2025-01-10,1598.244917,124,1,0,CHI,1453.722589,138,0,1
DEN,2025-01-10,1598.244917,124,1,0,BRK,1351.794125,105,1,1
DEN,2025-01-10,1598.244917,124,1,0,DEN,1598.244917,124,0,1
DEN,2025-01-10,1598.244917,124,1,0,GSW,1499.708991,96,1,1
DEN,2025-01-10,1598.244917,124,1,0,IND,1571.620736,108,0,1
DEN,2025-01-10,1598.244917,124,1,0,OKC,1735.590937,126,1,1
DEN,2025-01-10,1598.244917,124,1,0,NYK,1623.432604,101,0,1
DEN,2025-01-10,1598.244917,124,1,0,MIL,1550.527836,109,1,1
DEN,2025-01-10,1598.244917,124,1,0,ORL,1523.252219,106,0,1
DEN,2025-01-10,1598.244917,124,1,0,NOP,1324.185747,123,1,1
DEN,2025-01-10,1598.244917,124,1,0,PHI,1479.664576,115,0,1
BRK,2025-01-10,1351.794125,105,0,0,SAC,1535.186013,114,1,1
BRK,2025-01-10,1351.794125,105,0,0,BOS,1703.198971,97,0,1
BRK,2025-01-10,1351.794125,105,0,0,WAS,1248.914709,105,1,1
BRK,2025-01-10,1351.794125,105,0,0,CHI,1453.722589,138,0,1
BRK,2025-01-10,1351.794125,105,0,0,BRK,1351.794125,105,1,1
BRK,2025-01-10,1351.794125,105,0,0,DEN,1598.244917,124,0,1
BRK,2025-01-10,1351.794125,105,0,0,GSW,1499.708991,96,1,1
BRK,2025-01-10,1351.794125,105,0,0,IND,1571.620736,108,0,1
BRK,2025-01-10,1351.794125,105,0,0,OKC,1735.590937,126,1,1
BRK,2025-01-10,1351.794125,105,0,0,NYK,1623.432604,101,0,1
BRK,2025-01-10,1351.794125,105,0,0,MIL,1550.527836,109,1,1
BRK,2025-01-10,1351.794125,105,0,0,ORL,1523.252219,106,0,1
BRK,2025-01-10,1351.794125,105,0,0,NOP,1324.185747,123,1,1
BRK,2025-01-10,1351.794125,105,0,0,PHI,1479.664576,115,0,1
IND,2025-01-10,1571.620736,108,1,0,SAC,1535.186013,114,1,1
IND,2025-01-10,1571.620736,108,1,0,BOS,1703.198971,97,0,1
IND,2025-01-10,1571.620736,108,1,0,WAS,1248.914709,105,1,1
IND,2025-01-10,1571.620736,108,1,0,CHI,1453.722589,138,0,1
IND,2025-01-10,1571.620736,108,1,0,BRK,1351.794125,105,1,1
IND,2025-01-10,1571.620736,108,1,0,DEN,1598.244917,124,0,1
IND,2025-01-10,1571.620736,108,1,0,GSW,1499.708991,96,1,1
IND,2025-01-10,1571.620736,108,1,0,IND,1571.620736,108,0,1
IND,2025-01-10,1571.620736,108,1,0,OKC,1735.590937,126,1,1
IND,2025-01-10,1571.620736,108,1,0,NYK,1623.432604,101,0,1
IND,2025-01-10,1571.620736,108,1,0,MIL,1550.527836,109,1,1
IND,2025-01-10,1571.620736,108,1,0,ORL,1523.252219,106,0,1
IND,2025-01-10,1571.620736,108,1,0,NOP,1324.185747,123,1,1
IND,2025-01-10,1571.620736,108,1,0,PHI,1479.664576,115,0,1
GSW,2025-01-10,1499.708991,96,0,0,SAC,1535.186013,114,1,1
GSW,2025-01-10,1499.708991,96,0,0,BOS,1703.198971,97,0,1
GSW,2025-01-10,1499.708991,96,0,0,WAS,1248.914709,105,1,1
GSW,2025-01-10,1499.708991,96,0,0,CHI,1453.722589,138,0,1
GSW,2025-01-10,1499.708991,96,0,0,BRK,1351.794125,105,1,1
GSW,2025-01-10,1499.708991,96,0,0,DEN,1598.244917,124,0,1
GSW,2025-01-10,1499.708991,96,0,0,GSW,1499.708991,96,1,1
GSW,2025-01-10,1499.708991,96,0,0,IND,1571.620736,108,0,1
GSW,2025-01-10,1499.708991,96,0,0,OKC,1735.590937,126,1,1
GSW,2025-01-10,1499.708991,96,0,0,NYK,1623.432604,101,0,1
GSW,2025-01-10,1499.708991,96,0,0,MIL,1550.527836,109,1,1
GSW,2025-01-10,1499.708991,96,0,0,ORL,1523.252219,106,0,1
GSW,2025-01-10,1499.708991,96,0,0,NOP,1324.185747,123,1,1
GSW,2025-01-10,1499.708991,96,0,0,PHI,1479.664576,115,0,1
NYK,2025-01-10,1623.432604,101,1,0,SAC,1535.186013,114,1,1
NYK,2025-01-10,1623.432604,101,1,0,BOS,1703.198971,97,0,1
NYK,2025-01-10,1623.432604,101,1,0,WAS,1248.914709,105,1,1
NYK,2025-01-10,1623.432604,101,1,0,CHI,1453.722589,138,0,1
NYK,2025-01-10,1623.432604,101,1,0,BRK,1351.794125,105,1,1
NYK,2025-01-10,1623.432604,101,1,0,DEN,1598.244917,124,0,1
NYK,2025-01-10,1623.432604,101,1,0,GSW,1499.708991,96,1,1
NYK,2025-01-10,1623.432604,101,1,0,IND,1571.620736,108,0,1
NYK,2025-01-10,1623.432604,101,1,0,OKC,1735.590937,126,1,1
NYK,2025-01-10,1623.432604,101,1,0,NYK,1623.432604,101,0,1
NYK,2025-01-10,1623.432604,101,1,0,MIL,1550.527836,109,1,1
NYK,2025-01-10,1623.432604,101,1,0,ORL,1523.252219,106,0,1
NYK,2025-01-10,1623.432604,101,1,0,NOP,1324.185747,123,1,1
NYK,2025-01-10,1623.432604,101,1,0,PHI,1479.664576,115,0,1
OKC,2025-01-10,1735.590937,126,0,0,SAC,1535.186013,114,1,1
OKC,2025-01-10,1735.590937,126,0,0,BOS,1703.198971,97,0,1
OKC,2025-01-10,1735.590937,126,0,0,WAS,1248.914709,105,1,1
OKC,2025-01-10,1735.590937,126,0,0,CHI,1453.722589,138,0,1
OKC,2025-01-10,1735.590937,126,0,0,BRK,1351.794125,105,1,1
OKC,2025-01-10,1735.590937,126,0,0,DEN,1598.244917,124,0,1
OKC,2025-01-10,1735.590937,126,0,0,GSW,1499.708991,96,1,1
OKC,2025-01-10,1735.590937,126,0,0,IND,1571.620736,108,0,1
OKC,2025-01-10,1735.590937,126,0,0,OKC,1735.590937,126,1,1
OKC,2025-01-10,1735.590937,126,0,0,NYK,1623.432604,101,0,1
OKC,2025-01-10,1735.590937,126,0,0,MIL,1550.527836,109,1,1
OKC,2025-01-10,1735.590937,126,0,0,ORL,1523.252219,106,0,1
OKC,2025-01-10,1735.590937,126,0,0,NOP,1324.185747,123,1,1
OKC,2025-01-10,1735.590937,126,0,0,PHI,1479.664576,115,0,1
ORL,2025-01-10,1523.252219,106,1,0,SAC,1535.186013,114,1,1
ORL,2025-01-10,1523.252219,106,1,0,BOS,1703.198971,97,0,1
ORL,2025-01-10,1523.252219,106,1,0,WAS,1248.914709,105,1,1
ORL,2025-01-10,1523.252219,106,1,0,CHI,1453.722589,138,0,1
ORL,2025-01-10,1523.252219,106,1,0,BRK,1351.794125,105,1,1
ORL,2025-01-10,1523.252219,106,1,0,DEN,1598.244917,124,0,1
ORL,2025-01-10,1523.252219,106,1,0,GSW,1499.708991,96,1,1
ORL,2025-01-10,1523.252219,106,1,0,IND,1571.620736,108,0,1
ORL,2025-01-10,1523.252219,106,1,0,OKC,1735.590937,126,1,1
ORL,2025-01-10,1523.252219,106,1,0,NYK,1623.432604,101,0,1
ORL,2025-01-10,1523.252219,106,1,0,MIL,1550.527836,109,1,1
ORL,2025-01-10,1523.252219,106,1,0,ORL,1523.252219,106,0,1
ORL,2025-01-10,1523.252219,106,1,0,NOP,1324.185747,123,1,1
ORL,2025-01-10,1523.252219,106,1,0,PHI,1479.664576,115,0,1
MIL,2025-01-10,1550.527836,109,0,0,SAC,1535.186013,114,1,1
MIL,2025-01-10,1550.527836,109,0,0,BOS,1703.198971,97,0,1
MIL,2025-01-10,1550.527836,109,0,0,WAS,1248.914709,105,1,1
MIL,2025-01-10,1550.527836,109,0,0,CHI,1453.722589,138,0,1
MIL,2025-01-10,1550.527836,109,0,0,BRK,1351.794125,105,1,1
MIL,2025-01-10,1550.527836,109,0,0,DEN,1598.244917,124,0,1
MIL,2025-01-10,1550.527836,109,0,0,GSW,1499.708991,96,1,1
MIL,2025-01-10,1550.527836,109,0,0,IND,1571.620736,108,0,1
MIL,2025-01-10,1550.527836,109,0,0,OKC,1735.590937,126,1,1
MIL,2025-01-10,1550.527836,109,0,0,NYK,1623.432604,101,0,1
MIL,2025-01-10,1550.527836,109,0,0,MIL,1550.527836,109,1,1
MIL,2025-01-10,1550.527836,109,0,0,ORL,1523.252219,106,0,1
MIL,2025-01-10,1550.527836,109,0,0,NOP,1324.185747,123,1,1
MIL,2025-01-10,1550.527836,109,0,0,PHI,1479.664576,115,0,1
PHI,2025-01-10,1479.664576,115,1,0,SAC,1535.186013,114,1,1
PHI,2025-01-10,1479.664576,115,1,0,BOS,1703.198971,97,0,1
PHI,2025-01-10,1479.664576,115,1,0,WAS,1248.914709,105,1,1
PHI,2025-01-10,1479.664576,115,1,0,CHI,1453.722589,138,0,1
PHI,2025-01-10,1479.664576,115,1,0,BRK,1351.794125,105,1,1
PHI,2025-01-10,1479.664576,115,1,0,DEN,1598.244917,124,0,1
PHI,2025-01-10,1479.664576,115,1,0,GSW,1499.708991,96,1,1
PHI,2025-01-10,1479.664576,115,1,0,IND,1571.620736,108,0,1
PHI,2025-01-10,1479.664576,115,1,0,OKC,1735.590937,126,1,1
PHI,2025-01-10,1479.664576,115,1,0,NYK,1623.432604,101,0,1
PHI,2025-01-10,1479.664576,115,1,0,MIL,1550.527836,109,1,1
PHI,2025-01-10,1479.664576,115,1,0,ORL,1523.252219,106,0,1
PHI,2025-01-10,1479.664576,115,1,0,NOP,1324.185747,123,1,1
PHI,2025-01-10,1479.664576,115,1,0,PHI,1479.664576,115,0,1
NOP,2025-01-10,1324.185747,123,0,0,SAC,1535.186013,114,1,1
NOP,2025-01-10,1324.185747,123,0,0,BOS,1703.198971,97,0,1
NOP,2025-01-10,1324.185747,123,0,0,WAS,1248.914709,105,1,1
NOP,2025-01-10,1324.185747,123,0,0,CHI,1453.722589,138,0,1
NOP,2025-01-10,1324.185747,123,0,0,BRK,1351.794125,105,1,1
NOP,2025-01-10,1324.185747,123,0,0,DEN,1598.244917,124,0,1
NOP,2025-01-10,1324.185747,123,0,0,GSW,1499.708991,96,1,1
NOP,2025-01-10,1324.185747,123,0,0,IND,1571.620736,108,0,1
NOP,2025-01-10,1324.185747,123,0,0,OKC,1735.590937,126,1,1
NOP,2025-01-10,1324.185747,123,0,0,NYK,1623.432604,101,0,1
NOP,2025-01-10,1324.185747,123,0,0,MIL,1550.527836,109,1,1
NOP,2025-01-10,1324.185747,123,0,0,ORL,1523.252219,106,0,1
NOP,2025-01-10,1324.185747,123,0,0,NOP,1324.185747,123,1,1
NOP,2025-01-10,1324.185747,123,0,0,PHI,1479.664576,115,0,1
DET,2025-01-11,1463.310545,123,1,0,TOR,1316.104551,114,1,1
DET,2025-01-11,1463.310545,123,1,0,DET,1463.310545,123,0,1
DET,2025-01-11,1463.310545,123,1,0,MEM,1570.025982,127,1,1
DET,2025-01-11,1463.310545,123,1,0,MIN,1586.957739,125,0,1
DET,2025-01-11,1463.310545,123,1,0,UTA,1431.505696,106,1,1
DET,2025-01-11,1463.310545,123,1,0,PHO,1487.44354,114,0,1
DET,2025-01-11,1463.310545,123,1,0,MIA,1513.200383,119,1,1
DET,2025-01-11,1463.310545,123,1,0,POR,1358.133895,98,0,1
TOR,2025-01-11,1316.104551,114,0,0,TOR,1316.104551,114,1,1
TOR,2025-01-11,1316.104551,114,0,0,DET,1463.310545,123,0,1
TOR,2025-01-11,1316.104551,114,0,0,MEM,1570.025982,127,1,1
TOR,2025-01-11,1316.104551,114,0,0,MIN,1586.957739,125,0,1
TOR,2025-01-11,1316.104551,114,0,0,UTA,1431.505696,106,1,1
TOR,2025-01-11,1316.104551,114,0,0,PHO,1487.44354,114,0,1
TOR,2025-01-11,1316.104551,114,0,0,MIA,1513.200383,119,1,1
TOR,2025-01-11,1316.104551,114,0,0,POR,1358.133895,98,0,1
MIN,2025-01-11,1586.957739,125,1,0,TOR,1316.104551,114,1,1
MIN,2025-01-11,1586.957739,125,1,0,DET,1463.310545,123,0,1
MIN,2025-01-11,1586.957739,125,1,0,MEM,1570.025982,127,1,1
MIN,2025-01-11,1586.957739,125,1,0,MIN,1586.957739,125,0,1
MIN,2025-01-11,1586.957739,125,1,0,UTA,1431.505696,106,1,1
MIN,2025-01-11,1586.957739,125,1,0,PHO,1487.44354,114,0,1
MIN,2025-01-11,1586.957739,125,1,0,MIA,1513.200383,119,1,1
MIN,2025-01-11,1586.957739,125,1,0,POR,1358.133895,98,0,1
MEM,2025-01-11,1570.025982,127,0,0,TOR,1316.104551,114,1,1
MEM,2025-01-11,1570.025982,127,0,0,DET,1463.310545,123,0,1
MEM,2025-01-11,1570.025982,127,0,0,MEM,1570.025982,127,1,1
MEM,2025-01-11,1570.025982,127,0,0,MIN,1586.957739,125,0,1
MEM,2025-01-11,1570.025982,127,0,0,UTA,1431.505696,106,1,1
MEM,2025-01-11,1570.025982,127,0,0,PHO,1487.44354,114,0,1
MEM,2025-01-11,1570.025982,127,0,0,MIA,1513.200383,119,1,1
MEM,2025-01-11,1570.025982,127,0,0,POR,1358.133895,98,0,1
PHO,2025-01-11,1487.44354,114,1,0,TOR,1316.104551,114,1,1
PHO,2025-01-11,1487.44354,114,1,0,DET,1463.310545,123,0,1
PHO,2025-01-11,1487.44354,114,1,0,MEM,1570.025982,127,1,1
PHO,2025-01-11,1487.44354,114,1,0,MIN,1586.957739,125,0,1
PHO,2025-01-11,1487.44354,114,1,0,UTA,1431.505696,106,1,1
PHO,2025-01-11,1487.44354,114,1,0,PHO,1487.44354,114,0,1
PHO,2025-01-11,1487.44354,114,1,0,MIA,1513.200383,119,1,1
PHO,2025-01-11,1487.44354,114,1,0,POR,1358.133895,98,0,1
UTA,2025-01-11,1431.505696,106,0,0,TOR,1316.104551,114,1,1
UTA,2025-01-11,1431.505696,106,0,0,DET,1463.310545,123,0,1
UTA,2025-01-11,1431.505696,106,0,0,MEM,1570.025982,127,1,1
UTA,2025-01-11,1431.505696,106,0,0,MIN,1586.957739,125,0,1
UTA,2025-01-11,1431.505696,106,0,0,UTA,1431.505696,106,1,1
UTA,2025-01-11,1431.505696,106,0,0,PHO,1487.44354,114,0,1
UTA,2025-01-11,1431.505696,106,0,0,MIA,1513.200383,119,1,1
UTA,2025-01-11,1431.505696,106,0,0,POR,1358.133895,98,0,1
POR,2025-01-11,1358.133895,98,1,0,TOR,1316.104551,114,1,1
POR,2025-01-11,1358.133895,98,1,0,DET,1463.310545,123,0,1
POR,2025-01-11,1358.133895,98,1,0,MEM,1570.025982,127,1,1
POR,2025-01-11,1358.133895,98,1,0,MIN,1586.957739,125,0,1
POR,2025-01-11,1358.133895,98,1,0,UTA,1431.505696,106,1,1
POR,2025-01-11,1358.133895,98,1,0,PHO,1487.44354,114,0,1
POR,2025-01-11,1358.133895,98,1,0,MIA,1513.200383,119,1,1
POR,2025-01-11,1358.133895,98,1,0,POR,1358.133895,98,0,1
MIA,2025-01-11,1513.200383,119,0,0,TOR,1316.104551,114,1,1
MIA,2025-01-11,1513.200383,119,0,0,DET,1463.310545,123,0,1
MIA,2025-01-11,1513.200383,119,0,0,MEM,1570.025982,127,1,1
MIA,2025-01-11,1513.200383,119,0,0,MIN,1586.957739,125,0,1
MIA,2025-01-11,1513.200383,119,0,0,UTA,1431.505696,106,1,1
MIA,2025-01-11,1513.200383,119,0,0,PHO,1487.44354,114,0,1
MIA,2025-01-11,1513.200383,119,0,0,MIA,1513.200383,119,1,1
MIA,2025-01-11,1513.200383,119,0,0,POR,1358.133895,98,0,1
BOS,2025-01-12,1672.476445,120,1,0,NOP,1342.744687,119,1,1
BOS,2025-01-12,1672.476445,120,1,0,BOS,1672.476445,120,0,1
BOS,2025-01-12,1672.476445,120,1,0,SAC,1565.908538,124,1,1
